0,1,2,3,4_Iris-setosa,4_Iris-versicolor,4_Iris-virginica
-0.210128495843,0.185090702948,-0.403435950651,-0.420351473923,1,0,0
-0.265684051398,-0.0232426303855,-0.403435950651,-0.420351473923,1,0,0
-0.321239606954,0.0600907029478,-0.420385103194,-0.420351473923,1,0,0
-0.349017384732,0.0184240362812,-0.386486798109,-0.420351473923,1,0,0
-0.237906273621,0.226757369615,-0.403435950651,-0.420351473923,1,0,0
-0.126795162509,0.351757369615,-0.352588493024,-0.33701814059,1,0,0
-0.349017384732,0.143424036281,-0.403435950651,-0.378684807256,1,0,0
-0.237906273621,0.143424036281,-0.386486798109,-0.420351473923,1,0,0
-0.404572940287,-0.0649092970522,-0.403435950651,-0.420351473923,1,0,0
-0.265684051398,0.0184240362812,-0.386486798109,-0.46201814059,1,0,0
-0.126795162509,0.268424036281,-0.386486798109,-0.420351473923,1,0,0
-0.293461829176,0.143424036281,-0.369537645567,-0.420351473923,1,0,0
-0.293461829176,-0.0232426303855,-0.403435950651,-0.46201814059,1,0,0
-0.432350718065,-0.0232426303855,-0.454283408279,-0.46201814059,1,0,0
-0.0156840513983,0.393424036281,-0.437334255736,-0.420351473923,1,0,0
-0.0434618291761,0.560090702948,-0.386486798109,-0.33701814059,1,0,0
-0.126795162509,0.351757369615,-0.420385103194,-0.33701814059,1,0,0
-0.210128495843,0.185090702948,-0.403435950651,-0.378684807256,1,0,0
-0.0434618291761,0.310090702948,-0.352588493024,-0.378684807256,1,0,0
-0.210128495843,0.310090702948,-0.386486798109,-0.378684807256,1,0,0
-0.126795162509,0.143424036281,-0.352588493024,-0.420351473923,1,0,0
-0.210128495843,0.268424036281,-0.386486798109,-0.33701814059,1,0,0
-0.349017384732,0.226757369615,-0.471232560821,-0.420351473923,1,0,0
-0.210128495843,0.101757369615,-0.352588493024,-0.295351473923,1,0,0
-0.293461829176,0.143424036281,-0.31869018794,-0.420351473923,1,0,0
-0.237906273621,-0.0232426303855,-0.369537645567,-0.420351473923,1,0,0
-0.237906273621,0.143424036281,-0.369537645567,-0.33701814059,1,0,0
-0.182350718065,0.185090702948,-0.386486798109,-0.420351473923,1,0,0
-0.182350718065,0.143424036281,-0.403435950651,-0.420351473923,1,0,0
-0.321239606954,0.0600907029478,-0.369537645567,-0.420351473923,1,0,0
-0.293461829176,0.0184240362812,-0.369537645567,-0.420351473923,1,0,0
-0.126795162509,0.143424036281,-0.386486798109,-0.33701814059,1,0,0
-0.182350718065,0.435090702948,-0.386486798109,-0.46201814059,1,0,0
-0.0990173847317,0.476757369615,-0.403435950651,-0.420351473923,1,0,0
-0.237906273621,0.0600907029478,-0.437334255736,-0.420351473923,1,0,0
-0.0990173847317,0.185090702948,-0.420385103194,-0.420351473923,1,0,0
-0.404572940287,-0.0232426303855,-0.420385103194,-0.420351473923,1,0,0
-0.210128495843,0.143424036281,-0.386486798109,-0.420351473923,1,0,0
-0.237906273621,0.185090702948,-0.420385103194,-0.378684807256,1,0,0
-0.376795162509,-0.314909297052,-0.420385103194,-0.378684807256,1,0,0
-0.404572940287,0.0600907029478,-0.420385103194,-0.420351473923,1,0,0
-0.237906273621,0.185090702948,-0.369537645567,-0.253684807256,1,0,0
-0.210128495843,0.310090702948,-0.31869018794,-0.33701814059,1,0,0
-0.293461829176,-0.0232426303855,-0.403435950651,-0.378684807256,1,0,0
-0.210128495843,0.310090702948,-0.369537645567,-0.420351473923,1,0,0
-0.349017384732,0.0600907029478,-0.403435950651,-0.420351473923,1,0,0
-0.154572940287,0.268424036281,-0.386486798109,-0.420351473923,1,0,0
-0.237906273621,0.101757369615,-0.403435950651,-0.420351473923,1,0,0
0.317649281935,0.0600907029478,0.155886083247,0.0796485260771,0,1,0
0.150982615268,0.0600907029478,0.121987778162,0.121315192744,0,1,0
0.289871504157,0.0184240362812,0.189784388332,0.121315192744,0,1,0
-0.0990173847317,-0.314909297052,0.0372420154502,0.0379818594104,0,1,0
0.178760393046,-0.106575963719,0.138936930704,0.121315192744,0,1,0
-0.0434618291761,-0.106575963719,0.121987778162,0.0379818594104,0,1,0
0.123204837491,0.101757369615,0.155886083247,0.16298185941,0,1,0
-0.265684051398,-0.273242630385,-0.0814020523464,-0.0870181405896,0,1,0
0.206538170824,-0.0649092970522,0.138936930704,0.0379818594104,0,1,0
-0.182350718065,-0.148242630385,0.0202928629079,0.0796485260771,0,1,0
-0.237906273621,-0.439909297052,-0.0475037472616,-0.0870181405896,0,1,0
0.0120937263794,-0.0232426303855,0.071140320535,0.121315192744,0,1,0
0.0398715041572,-0.356575963719,0.0372420154502,-0.0870181405896,0,1,0
0.067649281935,-0.0649092970522,0.155886083247,0.0796485260771,0,1,0
-0.0712396069539,-0.0649092970522,-0.0305545947192,0.0379818594104,0,1,0
0.234315948602,0.0184240362812,0.10503862562,0.0796485260771,0,1,0
-0.0712396069539,-0.0232426303855,0.121987778162,0.121315192744,0,1,0
-0.0156840513983,-0.148242630385,0.0541911679926,-0.0870181405896,0,1,0
0.0954270597128,-0.356575963719,0.121987778162,0.121315192744,0,1,0
-0.0712396069539,-0.231575963719,0.0202928629079,-0.0453514739229,0,1,0
0.0120937263794,0.0600907029478,0.172835235789,0.246315192744,0,1,0
0.067649281935,-0.106575963719,0.0372420154502,0.0379818594104,0,1,0
0.123204837491,-0.231575963719,0.189784388332,0.121315192744,0,1,0
0.067649281935,-0.106575963719,0.155886083247,-0.00368480725624,0,1,0
0.150982615268,-0.0649092970522,0.0880894730774,0.0379818594104,0,1,0
0.206538170824,-0.0232426303855,0.10503862562,0.0796485260771,0,1,0
0.262093726379,-0.106575963719,0.172835235789,0.0796485260771,0,1,0
0.234315948602,-0.0232426303855,0.206733540874,0.204648526077,0,1,0
0.0398715041572,-0.0649092970522,0.121987778162,0.121315192744,0,1,0
-0.0434618291761,-0.189909297052,-0.0475037472616,-0.0870181405896,0,1,0
-0.0990173847317,-0.273242630385,0.0033437103655,-0.0453514739229,0,1,0
-0.0990173847317,-0.273242630385,-0.0136054421769,-0.0870181405896,0,1,0
-0.0156840513983,-0.148242630385,0.0202928629079,-0.00368480725624,0,1,0
0.0398715041572,-0.148242630385,0.223682693416,0.16298185941,0,1,0
-0.126795162509,-0.0232426303855,0.121987778162,0.121315192744,0,1,0
0.0398715041572,0.143424036281,0.121987778162,0.16298185941,0,1,0
0.234315948602,0.0184240362812,0.155886083247,0.121315192744,0,1,0
0.123204837491,-0.314909297052,0.10503862562,0.0379818594104,0,1,0
-0.0712396069539,-0.0232426303855,0.0541911679926,0.0379818594104,0,1,0
-0.0990173847317,-0.231575963719,0.0372420154502,0.0379818594104,0,1,0
-0.0990173847317,-0.189909297052,0.10503862562,-0.00368480725624,0,1,0
0.067649281935,-0.0232426303855,0.138936930704,0.0796485260771,0,1,0
-0.0156840513983,-0.189909297052,0.0372420154502,-0.00368480725624,0,1,0
-0.237906273621,-0.314909297052,-0.0814020523464,-0.0870181405896,0,1,0
-0.0712396069539,-0.148242630385,0.071140320535,0.0379818594104,0,1,0
-0.0434618291761,-0.0232426303855,0.071140320535,-0.00368480725624,0,1,0
-0.0434618291761,-0.0649092970522,0.071140320535,0.0379818594104,0,1,0
0.0954270597128,-0.0649092970522,0.0880894730774,0.0379818594104,0,1,0
-0.210128495843,-0.231575963719,-0.132249509973,-0.0453514739229,0,1,0
-0.0434618291761,-0.106575963719,0.0541911679926,0.0379818594104,0,1,0
0.123204837491,0.101757369615,0.376225066298,0.53798185941,0,0,1
-0.0156840513983,-0.148242630385,0.223682693416,0.28798185941,0,0,1
0.345427059713,-0.0232426303855,0.359275913755,0.371315192744,0,0,1
0.123204837491,-0.0649092970522,0.308428456128,0.246315192744,0,0,1
0.178760393046,-0.0232426303855,0.342326761213,0.41298185941,0,0,1
0.484315948602,-0.0232426303855,0.477919981552,0.371315192744,0,0,1
-0.265684051398,-0.231575963719,0.121987778162,0.204648526077,0,0,1
0.400982615268,-0.0649092970522,0.427072523925,0.246315192744,0,0,1
0.234315948602,-0.231575963719,0.342326761213,0.246315192744,0,0,1
0.373204837491,0.226757369615,0.39317421884,0.53798185941,0,0,1
0.178760393046,0.0600907029478,0.223682693416,0.329648526077,0,0,1
0.150982615268,-0.148242630385,0.257580998501,0.28798185941,0,0,1
0.262093726379,-0.0232426303855,0.291479303586,0.371315192744,0,0,1
-0.0434618291761,-0.231575963719,0.206733540874,0.329648526077,0,0,1
-0.0156840513983,-0.106575963719,0.223682693416,0.496315192744,0,0,1
0.150982615268,0.0600907029478,0.257580998501,0.454648526077,0,0,1
0.178760393046,-0.0232426303855,0.291479303586,0.246315192744,0,0,1
0.512093726379,0.310090702948,0.494869134094,0.41298185941,0,0,1
0.512093726379,-0.189909297052,0.528767439179,0.454648526077,0,0,1
0.0398715041572,-0.356575963719,0.206733540874,0.121315192744,0,0,1
0.289871504157,0.0600907029478,0.325377608671,0.454648526077,0,0,1
-0.0712396069539,-0.106575963719,0.189784388332,0.329648526077,0,0,1
0.512093726379,-0.106575963719,0.494869134094,0.329648526077,0,0,1
0.123204837491,-0.148242630385,0.189784388332,0.246315192744,0,0,1
0.234315948602,0.101757369615,0.325377608671,0.371315192744,0,0,1
0.373204837491,0.0600907029478,0.376225066298,0.246315192744,0,0,1
0.0954270597128,-0.106575963719,0.172835235789,0.246315192744,0,0,1
0.067649281935,-0.0232426303855,0.189784388332,0.246315192744,0,0,1
0.150982615268,-0.106575963719,0.308428456128,0.371315192744,0,0,1
0.373204837491,-0.0232426303855,0.342326761213,0.16298185941,0,0,1
0.428760393046,-0.106575963719,0.39317421884,0.28798185941,0,0,1
0.567649281935,0.310090702948,0.444021676467,0.329648526077,0,0,1
0.150982615268,-0.106575963719,0.308428456128,0.41298185941,0,0,1
0.123204837491,-0.106575963719,0.223682693416,0.121315192744,0,0,1
0.067649281935,-0.189909297052,0.308428456128,0.0796485260771,0,0,1
0.512093726379,-0.0232426303855,0.39317421884,0.454648526077,0,0,1
0.123204837491,0.143424036281,0.308428456128,0.496315192744,0,0,1
0.150982615268,0.0184240362812,0.291479303586,0.246315192744,0,0,1
0.0398715041572,-0.0232426303855,0.172835235789,0.246315192744,0,0,1
0.289871504157,0.0184240362812,0.274530151043,0.371315192744,0,0,1
0.234315948602,0.0184240362812,0.308428456128,0.496315192744,0,0,1
0.289871504157,0.0184240362812,0.223682693416,0.454648526077,0,0,1
0.262093726379,0.0600907029478,0.359275913755,0.454648526077,0,0,1
0.234315948602,0.101757369615,0.325377608671,0.53798185941,0,0,1
0.234315948602,-0.0232426303855,0.240631845959,0.454648526077,0,0,1
0.123204837491,-0.231575963719,0.206733540874,0.28798185941,0,0,1
0.178760393046,-0.0232426303855,0.240631845959,0.329648526077,0,0,1
0.0954270597128,0.143424036281,0.274530151043,0.454648526077,0,0,1
0.0120937263794,-0.0232426303855,0.223682693416,0.246315192744,0,0,1
